NORAD CAT ID,NAME,LAUNCH DATE,REENTRY DATE,DRY MASS (KG),ORBIT,PLNAME
48004,STARLINK-2261,2021-03-24,2022-01-16,248.0,LLEO/I,Starlink V1.0-L22-28
48005,STARLINK-2254,2021-03-24,2024-08-24,248.0,LLEO/I,Starlink V1.0-L22-29
48006,STARLINK-2277,2021-03-24,2021-11-29,248.0,LLEO/I,Starlink V1.0-L22-30
48007,STARLINK-2259,2021-03-24,2021-12-20,248.0,LLEO/I,Starlink V1.0-L22-31
48008,STARLINK-2271,2021-03-24,2025-05-12,248.0,LLEO/I,Starlink V1.0-L22-32
48009,STARLINK-2153,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-33
48010,STARLINK-2226,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-34
48011,STARLINK-2272,2021-03-24,2024-06-22,248.0,LLEO/I,Starlink V1.0-L22-35
48012,STARLINK-2216,2021-03-24,2023-04-07,248.0,LLEO/I,Starlink V1.0-L22-36
48013,STARLINK-2243,2021-03-24,2025-02-09,248.0,LLEO/I,Starlink V1.0-L22-37
48014,STARLINK-2283,2021-03-24,2025-04-27,248.0,LLEO/I,Starlink V1.0-L22-38
48015,STARLINK-2281,2021-03-24,2022-01-16,248.0,LLEO/I,Starlink V1.0-L22-39
48016,STARLINK-2284,2021-03-24,2025-06-15,248.0,LLEO/I,Starlink V1.0-L22-40
48017,STARLINK-2239,2021-03-24,2022-07-11,248.0,LLEO/I,Starlink V1.0-L22-41
48018,STARLINK-2282,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-42
48019,STARLINK-2285,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-43
48020,STARLINK-2294,2021-03-24,2025-02-03,248.0,LLEO/I,Starlink V1.0-L22-44
48021,STARLINK-2301,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-45
48022,STARLINK-2298,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-46
48023,STARLINK-2292,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-47
48024,STARLINK-2302,2021-03-24,2022-01-15,248.0,LLEO/I,Starlink V1.0-L22-48
48025,STARLINK-2318,2021-03-24,2022-01-09,248.0,LLEO/I,Starlink V1.0-L22-49
48026,STARLINK-2278,2021-03-24,2024-12-21,248.0,LLEO/I,Starlink V1.0-L22-50
48027,STARLINK-2300,2021-03-24,2024-04-11,248.0,LLEO/I,Starlink V1.0-L22-51
48028,STARLINK-2264,2021-03-24,2025-05-02,248.0,LLEO/I,Starlink V1.0-L22-52
48029,STARLINK-2299,2021-03-24,None,248.0,LLEO/I,Starlink V1.0-L22-53
48030,STARLINK-2268,2021-03-24,2025-01-17,248.0,LLEO/I,Starlink V1.0-L22-54
48031,STARLINK-2267,2021-03-24,2025-02-17,248.0,LLEO/I,Starlink V1.0-L22-55
48032,STARLINK-2297,2021-03-24,2022-01-10,248.0,LLEO/I,Starlink V1.0-L22-56
48033,STARLINK-2286,2021-03-24,2025-04-14,248.0,LLEO/I,Starlink V1.0-L22-57
48034,STARLINK-2288,2021-03-24,2025-04-22,248.0,LLEO/I,Starlink V1.0-L22-58
48035,STARLINK-2287,2021-03-24,2022-01-16,248.0,LLEO/I,Starlink V1.0-L22-59
48036,STARLINK-2295,2021-03-24,2025-04-09,248.0,LLEO/I,Starlink V1.0-L22-60
48041,BCCSAT-1,2021-03-22,2024-09-19,1.0,LLEO/S,BCCSAT-1
48042,ONEWEB-0115,2021-03-25,None,140.0,LLEO/P,OneWeb L5-010
48043,ONEWEB-0152,2021-03-25,None,140.0,LLEO/P,OneWeb L5-019
48044,ONEWEB-0153,2021-03-25,None,140.0,LLEO/P,OneWeb L5-027
48045,ONEWEB-0154,2021-03-25,None,140.0,LLEO/P,OneWeb L5-034
48046,ONEWEB-0116,2021-03-25,None,140.0,LLEO/P,OneWeb L5-011
48047,ONEWEB-0150,2021-03-25,None,140.0,LLEO/P,OneWeb L5-018
48048,ONEWEB-0107,2021-03-25,None,140.0,LLEO/P,OneWeb L5-025
48049,ONEWEB-0101,2021-03-25,None,140.0,LLEO/P,OneWeb L5-033
48050,ONEWEB-0113,2021-03-25,None,140.0,LLEO/P,OneWeb L5-017
48051,ONEWEB-0112,2021-03-25,None,140.0,LLEO/P,OneWeb L5-009
48052,ONEWEB-0156,2021-03-25,None,140.0,LLEO/P,OneWeb L5-028
48053,ONEWEB-0161,2021-03-25,None,140.0,LLEO/P,OneWeb L5-035
48054,ONEWEB-0158,2021-03-25,None,140.0,LLEO/P,OneWeb L5-012
48055,ONEWEB-0157,2021-03-25,None,140.0,LLEO/P,OneWeb L5-020
48056,ONEWEB-0162,2021-03-25,None,140.0,LLEO/P,OneWeb L5-036
48057,ONEWEB-0155,2021-03-25,None,140.0,LLEO/P,OneWeb L5-005
48058,ONEWEB-0149,2021-03-25,None,140.0,LLEO/P,OneWeb L5-026
48059,ONEWEB-0148,2021-03-25,None,140.0,LLEO/P,OneWeb L5-021
48060,ONEWEB-0160,2021-03-25,None,140.0,LLEO/P,OneWeb L5-029
48061,ONEWEB-0163,2021-03-25,None,140.0,LLEO/P,OneWeb L5-006
48062,ONEWEB-0159,2021-03-25,None,140.0,LLEO/P,OneWeb L5-014
48063,ONEWEB-0164,2021-03-25,None,140.0,LLEO/P,OneWeb L5-022
48064,ONEWEB-0167,2021-03-25,None,140.0,LLEO/P,OneWeb L5-030
48065,ONEWEB-0166,2021-03-25,None,140.0,LLEO/P,OneWeb L5-007
48066,ONEWEB-0151,2021-03-25,None,140.0,LLEO/P,OneWeb L5-013
48067,ONEWEB-0170,2021-03-25,None,140.0,LLEO/P,OneWeb L5-024
48068,ONEWEB-0168,2021-03-25,None,140.0,LLEO/P,OneWeb L5-031
48069,ONEWEB-0173,2021-03-25,None,140.0,LLEO/P,OneWeb L5-016
48070,ONEWEB-0171,2021-03-25,None,140.0,LLEO/P,OneWeb L5-008
48071,ONEWEB-0172,2021-03-25,None,140.0,LLEO/P,OneWeb L5-015
48072,ONEWEB-0174,2021-03-25,None,140.0,LLEO/P,OneWeb L5-002
48073,ONEWEB-0175,2021-03-25,None,140.0,LLEO/P,OneWeb L5-032
48074,ONEWEB-0177,2021-03-25,None,140.0,LLEO/P,OneWeb L5-003
48075,ONEWEB-0178,2021-03-25,None,140.0,LLEO/P,OneWeb L5-004
48076,ONEWEB-0108,2021-03-25,None,140.0,LLEO/P,OneWeb L5-001
48077,ONEWEB-0169,2021-03-25,None,140.0,LLEO/P,OneWeb L5-023
48079,GAOFEN 12 (02),2021-03-30,None,3000.0,LLEO/S,Gaofen 12 02 xing
48082,FEES,2021-03-22,2024-02-14,3000.0,LLEO/S,FEES
48083,BEESAT-5,2021-03-22,2024-06-16,3000.0,LLEO/S,BEESAT 5
48084,BEESAT-7,2021-03-22,2024-08-06,3000.0,LLEO/S,BEESAT 7
48085,BEESAT-8,2021-03-22,2025-01-28,3000.0,LLEO/S,BEESAT 8
48092,STARLINK-2048,2021-04-07,2025-02-05,248.0,LLEO/I,Starlink V1.0-L23-01
48093,STARLINK-2404,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-02
48094,STARLINK-2412,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-03
48095,STARLINK-2414,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-04
48096,STARLINK-2417,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-05
48097,STARLINK-2418,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-06
48098,STARLINK-2421,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-07
48099,STARLINK-2428,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-08
48100,STARLINK-2430,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-09
48101,STARLINK-2436,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-10
48102,STARLINK-2437,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-11
48103,STARLINK-2438,2021-04-07,2024-07-17,248.0,LLEO/I,Starlink V1.0-L23-12
48104,STARLINK-2439,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-13
48105,STARLINK-2440,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-14
48106,STARLINK-2442,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-15
48107,STARLINK-2443,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-16
48108,STARLINK-2444,2021-04-07,2024-06-23,248.0,LLEO/I,Starlink V1.0-L23-17
48109,STARLINK-2445,2021-04-07,2024-03-27,248.0,LLEO/I,Starlink V1.0-L23-18
48110,STARLINK-2447,2021-04-07,2025-03-30,248.0,LLEO/I,Starlink V1.0-L23-19
48111,STARLINK-2448,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-20
48112,STARLINK-2449,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-21
48113,STARLINK-2450,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-22
48114,STARLINK-2451,2021-04-07,2024-01-11,248.0,LLEO/I,Starlink V1.0-L23-23
48115,STARLINK-2452,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-24
48116,STARLINK-2454,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-25
48117,STARLINK-2455,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-26
48118,STARLINK-2458,2021-04-07,2024-10-23,248.0,LLEO/I,Starlink V1.0-L23-27
48119,STARLINK-2459,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-28
48120,STARLINK-2460,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-29
48121,STARLINK-2462,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-30
48122,STARLINK-2463,2021-04-07,2025-01-11,248.0,LLEO/I,Starlink V1.0-L23-31
48123,STARLINK-2464,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-32
48124,STARLINK-2465,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-33
48125,STARLINK-2466,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-34
48126,STARLINK-2467,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-35
48127,STARLINK-2468,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-36
48128,STARLINK-2469,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-37
48129,STARLINK-2471,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-38
48130,STARLINK-2472,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-39
48131,STARLINK-2473,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-40
48132,STARLINK-2474,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-41
48133,STARLINK-2475,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-42
48134,STARLINK-2476,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-43
48135,STARLINK-2478,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-44
48136,STARLINK-2479,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-45
48137,STARLINK-2480,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-46
48138,STARLINK-2481,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-47
48139,STARLINK-2482,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-48
48140,STARLINK-2483,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-49
48141,STARLINK-2484,2021-04-07,2025-02-17,248.0,LLEO/I,Starlink V1.0-L23-50
48142,STARLINK-2485,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-51
48143,STARLINK-2486,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-52
48144,STARLINK-2487,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-53
48145,STARLINK-2488,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-54
48146,STARLINK-2489,2021-04-07,2024-06-08,248.0,LLEO/I,Starlink V1.0-L23-55
48147,STARLINK-2490,2021-04-07,2024-08-12,248.0,LLEO/I,Starlink V1.0-L23-56
48148,STARLINK-2491,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-57
48149,STARLINK-2492,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-58
48150,STARLINK-2493,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-59
48151,STARLINK-2503,2021-04-07,None,248.0,LLEO/I,Starlink V1.0-L23-60
48156,AC 10A PROBE (JACKIE),2019-04-17,2021-07-08,248.0,LLEO/I,AC-10a Probe 05
48157,SHIYAN 6 03 (SY-6 03),2021-04-08,None,1400.0,LEO/S,Shiyan Weixing 6 03 xing
48159,SOYUZ MS-18,2021-04-09,2021-04-09,2903.0,LLEO/I,Soyuz 11F732A48 No. 748
48209,DRAGON ENDEAVOUR 2,2021-04-23,2021-04-24,9500.0,LLEO/I,Dragon C206.2
48210,ONEWEB-0176,2021-04-25,None,140.0,LLEO/P,OneWeb L6-009
48211,ONEWEB-0184,2021-04-25,None,140.0,LLEO/P,OneWeb L6-017
48212,ONEWEB-0179,2021-04-25,None,140.0,LLEO/P,OneWeb L6-025
48213,ONEWEB-0180,2021-04-25,None,140.0,LLEO/P,OneWeb L6-033
48214,ONEWEB-0218,2021-04-25,None,140.0,LLEO/P,OneWeb L6-002
48215,ONEWEB-0209,2021-04-25,None,140.0,LLEO/P,OneWeb L6-008
48216,ONEWEB-0198,2021-04-25,None,140.0,LLEO/P,OneWeb L6-013
48217,ONEWEB-0189,2021-04-25,None,140.0,LLEO/P,OneWeb L6-021
48218,ONEWEB-0196,2021-04-25,None,140.0,LLEO/P,OneWeb L6-029
48219,ONEWEB-0183,2021-04-25,None,140.0,LLEO/P,OneWeb L6-011
48220,ONEWEB-0185,2021-04-25,None,140.0,LLEO/P,OneWeb L6-018
48221,ONEWEB-0187,2021-04-25,None,140.0,LLEO/P,OneWeb L6-027
48222,ONEWEB-0192,2021-04-25,None,140.0,LLEO/P,OneWeb L6-035
48223,ONEWEB-0219,2021-04-25,None,140.0,LLEO/P,OneWeb L6-003
48224,ONEWEB-0202,2021-04-25,None,140.0,LLEO/P,OneWeb L6-006
48225,ONEWEB-0204,2021-04-25,None,140.0,LLEO/P,OneWeb L6-015
48226,ONEWEB-0205,2021-04-25,None,140.0,LLEO/P,OneWeb L6-024
48227,ONEWEB-0206,2021-04-25,None,140.0,LLEO/P,OneWeb L6-031
48228,ONEWEB-0182,2021-04-25,None,140.0,LLEO/P,OneWeb L6-010
48229,ONEWEB-0186,2021-04-25,None,140.0,LLEO/P,OneWeb L6-019
48230,ONEWEB-0181,2021-04-25,None,140.0,LLEO/P,OneWeb L6-026
48231,ONEWEB-0188,2021-04-25,None,140.0,LLEO/P,OneWeb L6-034
48232,ONEWEB-0220,2021-04-25,None,140.0,LLEO/P,OneWeb L6-004
48233,ONEWEB-0165,2021-04-25,None,140.0,LLEO/P,OneWeb L6-005
48234,ONEWEB-0199,2021-04-25,None,140.0,LLEO/P,OneWeb L6-014
48235,ONEWEB-0203,2021-04-25,None,140.0,LLEO/P,OneWeb L6-023
48236,ONEWEB-0197,2021-04-25,None,140.0,LLEO/P,OneWeb L6-030
48237,ONEWEB-0194,2021-04-25,None,140.0,LLEO/P,OneWeb L6-012
48238,ONEWEB-0193,2021-04-25,None,140.0,LLEO/P,OneWeb L6-020
48239,ONEWEB-0191,2021-04-25,None,140.0,LLEO/P,OneWeb L6-028
48240,ONEWEB-0195,2021-04-25,None,140.0,LLEO/P,OneWeb L6-036
48241,ONEWEB-0201,2021-04-25,None,140.0,LLEO/P,OneWeb L6-001
48242,ONEWEB-0207,2021-04-25,None,140.0,LLEO/P,OneWeb L6-007
48243,ONEWEB-0208,2021-04-25,None,140.0,LLEO/P,OneWeb L6-016
48244,ONEWEB-0200,2021-04-25,None,140.0,LLEO/P,OneWeb L6-022
48245,ONEWEB-0217,2021-04-25,None,140.0,LLEO/P,OneWeb L6-032
48268,PNEO3,2021-04-29,None,895.0,LEO/S,Pleiades Neo 3
48269,LEMUR 2 AMANDA-SVANTE,2021-04-29,None,895.0,LEO/S,Lemur-2162
48270,AII-BRAVO,2021-04-29,None,10.0,LEO/S,Bravo
48271,TYVAK-182A,2021-04-29,None,10.0,LEO/S,Tyvak-182A
48272,NORSAT 3,2021-04-29,None,15.0,LEO/S,NorSat-3
48273,LEMUR 2 SPECIAL K,2021-04-29,None,15.0,LEO/S,Lemur-2161
48274,CSS (TIANHE-1),2021-04-29,None,20838.0,LLEO/I,Tianhe hao hexin cang
48276,STARLINK-2567,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-02
48277,STARLINK-2569,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-03
48278,STARLINK-2543,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-04
48279,STARLINK-2580,2021-04-29,2025-04-17,248.0,LLEO/I,Starlink V1.0-L24-05
48280,STARLINK-2565,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-06
48281,STARLINK-2520,2021-04-29,2025-01-19,248.0,LLEO/I,Starlink V1.0-L24-07
48282,STARLINK-2558,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-08
48283,STARLINK-2516,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-09
48284,STARLINK-2564,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-10
48285,STARLINK-2548,2021-04-29,2024-05-25,248.0,LLEO/I,Starlink V1.0-L24-11
48286,STARLINK-2547,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-12
48287,STARLINK-2566,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-13
48288,STARLINK-2562,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-14
48289,STARLINK-2545,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-15
48290,STARLINK-2540,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-16
48291,STARLINK-2555,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-17
48292,STARLINK-2542,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-18
48293,STARLINK-2550,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-19
48294,STARLINK-2533,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-20
48295,STARLINK-2535,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-21
48296,STARLINK-2546,2021-04-29,2025-01-08,248.0,LLEO/I,Starlink V1.0-L24-22
48297,STARLINK-2544,2021-04-29,2024-05-22,248.0,LLEO/I,Starlink V1.0-L24-23
48298,STARLINK-2559,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-24
48299,STARLINK-2557,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-25
48300,STARLINK-2538,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-26
48301,STARLINK-2537,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-27
48302,STARLINK-2556,2021-04-29,2024-12-20,248.0,LLEO/I,Starlink V1.0-L24-28
48303,STARLINK-2530,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-29
48304,STARLINK-2524,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-30
48305,STARLINK-2519,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-31
48306,STARLINK-2523,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-32
48307,STARLINK-2528,2021-04-29,2024-07-21,248.0,LLEO/I,Starlink V1.0-L24-33
48308,STARLINK-2532,2021-04-29,2024-05-15,248.0,LLEO/I,Starlink V1.0-L24-34
48309,STARLINK-2517,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-35
48310,STARLINK-2536,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-36
48311,STARLINK-2534,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-37
48312,STARLINK-2061,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-38
48313,STARLINK-2541,2021-04-29,2025-01-08,248.0,LLEO/I,Starlink V1.0-L24-39
48314,STARLINK-2549,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-40
48315,STARLINK-2506,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-41
48316,STARLINK-2507,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-42
48317,STARLINK-2513,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-43
48318,STARLINK-2509,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-44
48319,STARLINK-2512,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-45
48320,STARLINK-2029,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-46
48321,STARLINK-2457,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-47
48322,STARLINK-2477,2021-04-29,2025-01-08,248.0,LLEO/I,Starlink V1.0-L24-48
48323,STARLINK-2515,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-49
48324,STARLINK-2527,2021-04-29,2024-05-14,248.0,LLEO/I,Starlink V1.0-L24-50
48325,STARLINK-2495,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-51
48326,STARLINK-2498,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-52
48327,STARLINK-2502,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-53
48328,STARLINK-2504,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-54
48329,STARLINK-2510,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-55
48330,STARLINK-2501,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-56
48331,STARLINK-2514,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-57
48332,STARLINK-2511,2021-04-29,2025-01-08,248.0,LLEO/I,Starlink V1.0-L24-58
48333,STARLINK-2518,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-59
48334,STARLINK-2470,2021-04-29,None,248.0,LLEO/I,Starlink V1.0-L24-60
48335,STARLINK-2441,2021-04-29,2025-01-07,248.0,LLEO/I,Starlink V1.0-L24-01
48340,YAOGAN-34,2021-04-30,None,500.0,LEO/I,Yaogan 34
48353,STARLINK-2613,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-01
48354,STARLINK-2674,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-02
48355,STARLINK-2635,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-03
48356,STARLINK-2637,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-04
48357,STARLINK-2636,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-05
48358,STARLINK-2624,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-06
48359,STARLINK-2628,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-07
48360,STARLINK-2622,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-08
48361,STARLINK-2591,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-09
48362,STARLINK-2578,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-10
48363,STARLINK-2626,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-11
48364,STARLINK-2611,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-12
48365,STARLINK-2608,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-13
48366,STARLINK-2631,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-14
48367,STARLINK-2643,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-15
48368,STARLINK-2623,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-16
48369,STARLINK-2641,2021-05-04,2025-04-07,248.0,LLEO/I,Starlink V1.0-L25-17
48370,STARLINK-2621,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-18
48371,STARLINK-2589,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-19
48372,STARLINK-2572,2021-05-04,2024-08-29,248.0,LLEO/I,Starlink V1.0-L25-20
48373,STARLINK-2609,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-21
48374,STARLINK-2604,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-22
48375,STARLINK-2603,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-23
48376,STARLINK-2610,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-24
48377,STARLINK-2499,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-25
48378,STARLINK-2526,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-26
48379,STARLINK-2612,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-27
48380,STARLINK-2614,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-28
48381,STARLINK-2630,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-29
48382,STARLINK-2585,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-30
48383,STARLINK-2599,2021-05-04,2024-08-07,248.0,LLEO/I,Starlink V1.0-L25-31
48384,STARLINK-2601,2021-05-04,2024-05-12,248.0,LLEO/I,Starlink V1.0-L25-32
48385,STARLINK-2598,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-33
48386,STARLINK-2606,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-34
48387,STARLINK-2600,2021-05-04,2024-12-07,248.0,LLEO/I,Starlink V1.0-L25-35
48388,STARLINK-2594,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-36
48389,STARLINK-1904,2021-05-04,2024-08-29,248.0,LLEO/I,Starlink V1.0-L25-37
48390,STARLINK-2586,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-38
48391,STARLINK-2607,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-39
48392,STARLINK-2605,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-40
48393,STARLINK-2602,2021-05-04,2025-02-03,248.0,LLEO/I,Starlink V1.0-L25-41
48394,STARLINK-2573,2021-05-04,2025-01-08,248.0,LLEO/I,Starlink V1.0-L25-42
48395,STARLINK-2574,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-43
48396,STARLINK-2575,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-44
48397,STARLINK-2590,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-45
48398,STARLINK-2588,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-46
48399,STARLINK-2587,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-47
48400,STARLINK-2576,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-48
48401,STARLINK-2571,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-49
48402,STARLINK-2560,2021-05-04,2024-08-30,248.0,LLEO/I,Starlink V1.0-L25-50
48403,STARLINK-2561,2021-05-04,2025-03-24,248.0,LLEO/I,Starlink V1.0-L25-51
48404,STARLINK-2593,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-52
48405,STARLINK-2570,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-53
48406,STARLINK-2568,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-54
48407,STARLINK-2595,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-55
48408,STARLINK-2592,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-56
48409,STARLINK-2596,2021-05-04,2024-08-25,248.0,LLEO/I,Starlink V1.0-L25-57
48410,STARLINK-2563,2021-05-04,None,248.0,LLEO/I,Starlink V1.0-L25-58
