NORAD CAT ID,NAME,LAUNCH DATE,REENTRY DATE,DRY MASS (KG),ORBIT,PLNAME
40283,CHANG'E 5-T1,2014-10-23,2014-10-24,1000.0,CLO,Chang'e-5 FRD
40286,SJ-11-08,2014-10-27,None,300.0,LEO/S,Shi Jian 11 hao 08 xing
40292,PROGRESS-M 25M,2014-10-29,2014-10-29,4325.0,LLEO/I,Progress 7K-TGM No.424
40294,NAVSTAR 72 (USA 258),2014-10-29,None,1500.0,MEO,GPS SVN 69
40296,MERIDIAN 7,2014-10-30,None,2000.0,HEO/M,Meridian No. 17L
40298,ASNARO,2014-11-06,None,450.0,LLEO/S,ASNARO 1
40299,HODOYOSHI 1,2014-11-06,2025-03-18,50.0,LLEO/S,Hodoyoshi-1
40300,CHUBUSAT 1,2014-11-06,2025-01-16,50.0,LLEO/S,ChubuSat-1
40301,QSAT-EOS,2014-11-06,2023-12-03,49.0,LLEO/S,QSAT-EOS
40302,TSUBAME,2014-11-06,2024-11-05,43.0,LLEO/S,Tsubame
40305,YAOGAN 23,2014-11-14,2024-12-12,2000.0,LLEO/S,Jianbing-7 04 xing
40310,YAOGAN 24,2014-11-20,None,800.0,LEO/S,Jianbing-15 01 xing
40311,KUAIZHOU 2 (KZ-2),2014-11-21,2016-10-09,460.0,LLEO/S,kuai zhou er hao
40312,SOYUZ-TMA 15M,2014-11-23,2014-11-24,2914.0,LLEO/I,Soyuz 11F732A47 No. 715
40314,SPINSAT,2014-09-21,2014-09-24,57.0,LLEO/I,SpinSat
40315,COSMOS 2501 (GLONASS),2014-11-30,None,800.0,MEO,Uragan-K1 No. 12L
40329,ORION EFT-1,2014-12-05,2014-12-05,9400.0,SO,Orion CM 001
40332,GSAT 16,2014-12-06,None,2000.0,GEO/D,GSAT-16
40333,DIRECTV 14,2014-12-06,2017-06-12,4500.0,GEO/D,DirecTV-14
40336,CBERS-4,2014-12-07,None,1900.0,LEO/S,ZY-1 04
40338,YAOGAN 25A,2014-12-10,None,500.0,LEO/I,Jianbing-8 05 zu 01 xing
40339,YAOGAN 25B,2014-12-10,None,500.0,LEO/I,Jianbing-8 05 zu 02 xing
40340,YAOGAN 25C,2014-12-10,None,500.0,LEO/I,Jianbing-8 05 zu 03 xing
40345,YAMAL 401,2014-12-15,None,2500.0,GEO/S,Yamal-401 No. P001
40348,O3B FM10,2014-12-18,None,500.0,MEO,O3b 10
40349,O3B FM11,2014-12-18,None,500.0,MEO,O3b 11
40350,O3B FM12,2014-12-18,None,500.0,MEO,O3b 12
40351,O3B FM9,2014-12-18,None,500.0,MEO,O3b 9
40353,KONDOR E,2014-12-19,2022-10-22,1150.0,LLEO/I,Kondor-E No. 0004
40355,DUMMY SAT 2/BREEZE-M,2014-12-23,None,2042.0,VHEO,Angara test payload
40358,COSMOS 2502,2014-12-25,None,6500.0,LEO/I,Lotos-S1 No.  802
40360,RESURS P2,2014-12-26,2025-02-11,5900.0,LLEO/S,Resurs-P No. 2
40362,YAOGAN 26,2014-12-27,None,3000.0,LLEO/S,Jianbing-13 01 xing?
40364,ASTRA 2G,2014-12-27,None,3000.0,GEO/S,Astra 2G
40367,FENGYUN 2G,2014-12-31,None,600.0,GEO/S,FY-2 08 xing
40370,DRAGON CRS-5,2015-01-10,2015-01-12,7400.0,LLEO/I,Dragon C107
40374,MUOS 3,2015-01-21,None,3800.0,GEO/I,MUOS SV 4
40376,SMAP,2015-01-31,None,863.0,LEO/S,SMAP
40377,FIREBIRD 3,2015-01-31,2023-08-02,2.0,LLEO/S,FIREBIRD U3
40378,FIREBIRD 4,2015-01-31,2023-08-02,2.0,LLEO/S,FIREBIRD U4
40379,GRIFEX,2015-01-31,2024-02-24,4.0,LLEO/S,GRIFEX
40380,EXOCUBE,2015-01-31,2024-06-30,4.0,LLEO/S,CalPoly CP10
40384,INMARSAT 5-F2,2015-02-01,None,3700.0,HEO,Inmarsat 5F2
40387,FAJR,2015-02-02,2015-02-26,52.0,LLEO/I,Fajr
40389,AESP 14,2015-01-10,2015-05-11,52.0,LLEO/I,AESP-14
40392,PROGRESS-M 26M,2015-02-17,2015-02-17,4325.0,LLEO/I,Progress 7K-TGM No.425
40420,COSMOS 2503,2015-02-27,None,3500.0,LLEO/S,Bars-M No. 1L
40422,FLOCK 1B 27,2014-07-13,2015-10-14,3500.0,LLEO/I,Dove 0823
40423,FLOCK 1B 28,2014-07-13,2015-08-07,3500.0,LLEO/I,Dove 081B
40424,ABS 3A,2015-03-02,None,1500.0,HEO,ABS-3A
40425,EUTE 115 WEST B(SATMEX 7,2015-03-02,None,1500.0,HEO,EUTELSAT 115 West B
40427,FLOCK 1B 21,2014-07-13,2015-10-12,1500.0,LLEO/I,Dove 0817
40428,FLOCK 1B 22,2014-07-13,2015-10-02,1500.0,LLEO/I,Dove 081F
40429,FLOCK 1B 10,2014-07-13,2015-08-23,1500.0,LLEO/I,Dove 081C
40430,FLOCK 1B 9,2014-07-13,2015-06-28,1500.0,LLEO/I,Dove 0819
40451,FLOCK 1D 1,2015-01-10,2015-02-18,1500.0,LLEO/I,Dove 0A16
40452,FLOCK 1D 2,2015-01-10,2015-02-18,1500.0,LLEO/I,Dove 0C02
40453,FLOCK 1B 5,2014-07-13,2015-08-17,1500.0,LLEO/I,Dove 0822
40454,FLOCK 1B 6,2014-07-13,2015-10-16,1500.0,LLEO/I,Dove 0901
40455,TECHEDSAT 4,2014-07-13,2015-04-03,4.0,LLEO/I,TES-4
40456,GEARRS-1,2014-07-13,2015-11-07,4.0,LLEO/I,GEARRS
40457,MICROMAS,2014-07-13,2015-08-01,4.0,LLEO/I,MicroMAS
40458,LAMBDASAT,2014-07-13,2015-05-16,1.0,LLEO/I,LambdaSat
40459,FLOCK 1B 11,2014-07-13,2015-09-06,1.0,LLEO/I,Dove 0815
40460,FLOCK 1B 12,2014-07-13,2015-09-29,1.0,LLEO/I,Dove 0824
40482,MMS 1,2015-03-13,2017-03-30,1000.0,GEO/NS,Magnetospheric Multiscale
40483,MMS 2,2015-03-13,2017-04-10,1000.0,GEO/NS,Magnetospheric Multiscale
40484,MMS 3,2015-03-13,2017-04-07,1000.0,GEO/NS,Magnetospheric Multiscale
40485,MMS 4,2015-03-13,2017-04-05,1000.0,GEO/NS,Magnetospheric Multiscale
40505,EXPRESS AM-7,2015-03-18,None,2500.0,GEO/S,Ekspress AM-7
40534,NAVSTAR 73 (USA 260),2015-03-25,None,1500.0,MEO,GPS SVN 71
40536,KOMPSAT 3A,2015-03-25,None,1039.0,LLEO/S,KOMPSAT-3A
40542,SOYUZ-TMA 16M,2015-03-27,2015-03-28,2914.0,LLEO/I,Soyuz 11F732A47 No. 716
40544,GALILEO 7 (263),2015-03-27,None,660.0,MEO,Galileo FOC FM03
40545,GALILEO 8 (264),2015-03-27,None,660.0,MEO,Galileo FOC FM04
40547,IRNSS 1D,2015-03-28,None,603.0,GEO/NS,IRNSS-1D
40549,BD-17,2015-03-30,None,850.0,GEO/NS,Beidou-3 I1-S
40552,GONETS M 11 (M21),2015-03-31,None,225.0,LEO/I,Gonets-M No. 21L (G003)
40553,GONETS M 12 (M22),2015-03-31,None,225.0,LEO/I,Gonets-M No. 22L (G004)
40554,GONETS M 13 (M23),2015-03-31,None,225.0,LEO/I,Gonets-M No. 23L (G005)
40555,COSMOS 2504,2015-03-31,None,100.0,LEO/I,Nivelir No. 3
40588,DRAGON CRS-6,2015-04-14,2015-04-17,7810.0,LLEO/I,Dragon C108
40613,THOR 7,2015-04-26,None,3000.0,GEO/D,Thor 7
40617,TURKMENALEM 52E/MONACOSA,2015-04-27,None,1823.0,GEO/D,Turkmensat 1
40619,PROGRESS-M 27M,2015-04-28,2015-05-08,4325.0,LLEO/I,Progress 7K-TGM No.426
40659,AEROCUBE 8A,2015-05-20,2021-10-11,2.0,LLEO/I,AC-8a
40660,AEROCUBE 8B,2015-05-20,2021-10-02,2.0,LLEO/I,AC-8b
40663,DIRECTV 15,2015-05-27,2017-06-12,3381.0,GEO/D,DirecTV-15
40664,SKY MEXICO-1,2015-05-27,None,1260.0,MEO,Sky Mexico-1
40667,COSMOS 2505,2015-06-05,2015-09-17,3186.0,LLEO/I,Kobal't-M No. 565
40697,SENTINEL 2A,2015-06-23,None,1063.0,LEO/S,Sentinel-2
40699,COSMOS 2506,2015-06-23,None,7000.0,LEO/S,Persona No. 3L
40701,GAOFEN 8,2015-06-26,None,2400.0,LLEO/S,Jianbing-13 02 xing?
40713,PROGRESS-M 28M,2015-07-03,2015-07-05,4325.0,LLEO/I,Progress 7K-TGM No.428
40715,DMC 3-FM1,2015-07-10,None,435.0,LEO/S,DMC3-1
40716,DMC 3-FM2,2015-07-10,None,435.0,LEO/S,DMC3-2
40717,DMC 3-FM3,2015-07-10,None,435.0,LEO/S,DMC3-3
40718,CARBONITE 1,2015-07-10,None,91.0,LEO/S,CBNT-1
40719,DEORBITSAIL,2015-07-10,None,7.0,LEO/S,DeOrbitSail
40722,FLOCK 1E 2,2015-04-14,2016-03-05,7.0,LLEO/I,Dove 0B10
40723,FLOCK 1E 1,2015-04-14,2016-05-18,7.0,LLEO/I,Dove 0B1A
40724,FLOCK 1E 4,2015-04-14,2016-06-23,7.0,LLEO/I,Dove 0C06
40725,FLOCK 1E 3,2015-04-14,2016-05-29,7.0,LLEO/I,Dove 0C03
40726,FLOCK 1E 7,2015-04-14,2016-07-16,7.0,LLEO/I,Dove 0B0E
40727,FLOCK 1E 8,2015-04-14,2016-06-22,7.0,LLEO/I,Dove 0B0D
40728,FLOCK 1E 5,2015-04-14,2016-06-20,7.0,LLEO/I,Dove 0B07
40729,FLOCK 1E 6,2015-04-14,2016-07-21,7.0,LLEO/I,Dove 0B0B
40730,NAVSTAR 74 (USA 262),2015-07-15,None,1500.0,MEO,GPS SVN 72
40732,METEOSAT 11 (MSG 4),2015-07-15,None,1000.0,GTO,MSG 4
40733,STARONE C4,2015-07-15,None,3500.0,GTO,Star One C4
40736,FLOCK 1E 9,2015-04-14,2016-02-08,3500.0,LLEO/I,Dove 0B1F
40737,FLOCK 1E 10,2015-04-14,2016-08-09,3500.0,LLEO/I,Dove 0B09
40738,FLOCK 1E 11,2015-04-14,2016-08-09,3500.0,LLEO/I,Dove 0B1E
40739,FLOCK 1E 12,2015-04-14,2016-08-09,3500.0,LLEO/I,Dove 0B0A
40740,FLOCK 1E 13,2015-04-14,2016-08-24,3500.0,LLEO/I,Dove 0C07
40741,FLOCK 1E 14,2015-04-14,2016-07-30,3500.0,LLEO/I,Dove 0B0F
40742,ARKYD-3R,2015-04-14,2015-12-23,4.0,LLEO/I,Arkyd-3
40743,CENTENNIAL 1,2015-04-14,2016-01-06,4.0,LLEO/I,Centennial 1
40744,SOYUZ-TMA 17M,2015-07-22,2015-07-23,2912.0,LLEO/I,Soyuz 11F732A47 No. 717
40746,WGS 7 (USA 263),2015-07-24,None,3300.0,VHEO,Wideband Global Satcom 7
40748,BD-18,2015-07-25,None,850.0,MEO,Beidou-3 M2-S
40749,BD-19,2015-07-25,None,850.0,MEO,Beidou-3 M1-S
40873,HTV-5,2015-08-19,2015-08-24,6225.0,LLEO/I,HTV 5
40874,INTELSAT 34,2015-08-20,None,1800.0,GEO/D,Intelsat IS-34
40875,EUTE 8 WEST B,2015-08-20,None,3000.0,GEO/D,EUTELSAT 8 WEST B
40878,YAOGAN 27,2015-08-27,None,1040.0,LEO/S,Jianbing-9 05 xing
40880,GSAT 6,2015-08-27,None,985.0,GEO/S,Insat 4E
40882,INMARSAT 5-F3,2015-08-28,None,3700.0,VHEO,Inmarsat 5F3
40885,SOYUZ-TMA 18M,2015-09-02,2015-09-04,2910.0,LLEO/I,Soyuz 11F732A47 No. 718
40887,MUOS 4,2015-09-02,None,3800.0,GEO/I,MUOS SV 5
40889,GALILEO 9 (205),2015-09-11,None,660.0,MEO,Galileo FOC FM05
40890,GALILEO 10 (206),2015-09-11,None,660.0,MEO,Galileo FOC FM06
40892,TJS-1,2015-09-12,None,2500.0,GEO/S,Qianshao-3 01 xing?
40894,GAOFEN 9,2015-09-14,None,1200.0,LEO/S,Jianbing-15 02 xing
40895,EXPRESS AM-8,2015-09-14,None,1900.0,GEO/D,Ekspress AM-8 No P001
40897,SERPENS,2015-08-19,2016-03-27,4.0,LLEO/I,SERPENS
40898,S-CUBE,2015-09-19,2024-04-12,20.0,LLEO/S,Tiantuo-3
40900,NUDT-PHONESAT,2015-09-19,2023-03-29,1.0,LLEO/S,NUDT-Phone-Sat
40901,ZDPS 2A,2015-09-19,2024-01-19,12.0,LLEO/S,ZDPS 2A
40902,ZDPS 2B,2015-09-19,2023-12-27,12.0,LLEO/S,ZDPS 2B
40903,XW-2A,2015-09-19,2023-04-25,25.0,LLEO/S,CAS-3A
40904,KAITUO 1A,2015-09-19,None,20.0,LLEO/S,Naxing 2 hao
40906,XW-2C,2015-09-19,2025-02-21,10.0,LLEO/S,CAS-3C
40907,XW-2D,2015-09-19,2024-11-19,10.0,LLEO/S,CAS-3D
40908,LILACSAT 2,2015-09-19,None,11.0,LLEO/S,LilacSat-2 (CAS-3H)
40909,XW-2E,2015-09-19,2024-03-28,11.0,LLEO/S,CAS-3E
40910,XW-2F,2015-09-19,2024-04-01,11.0,LLEO/S,CAS-3F
40911,XW-2B,2015-09-19,2024-11-22,10.0,LLEO/S,CAS-3B
40912,KAITUO 1B,2015-09-19,2024-01-21,3.0,LLEO/S,DCBB (CAS-3G/KT-1B)
40920,COSMOS 2507,2015-09-23,None,280.0,LEO/I,Rodnik-S No. 23L
40921,COSMOS 2508,2015-09-23,None,280.0,LEO/I,Rodnik-S No. 24L
40922,COSMOS 2509,2015-09-23,None,280.0,LEO/I,Rodnik-S No. 25L
40925,PUJIANG 1 (PJ-1),2015-09-25,2024-03-08,347.0,LLEO/S,PJ-1
40926,TIANWANG 1C (TW-1C),2015-09-25,2021-02-27,347.0,LLEO/S,TW-1C
40927,TIANWANG 1B (TW-1B),2015-09-25,2021-03-31,347.0,LLEO/S,TW-1B
40928,TIANWANG 1A (TW-1A),2015-09-25,2022-12-30,347.0,LLEO/S,TW-1A
40930,ASTROSAT,2015-09-28,None,1470.0,LEO/E,ASTROSAT
40931,LAPAN A2,2015-09-28,None,76.0,LEO/E,LAPAN-A2
40932,LEMUR 2 JOEL,2015-09-28,None,4.0,LEO/E,Lemur FM02
40933,LEMUR 2 CHRIS,2015-09-28,None,4.0,LEO/E,Lemur FM05
40934,LEMUR 2 JEROEN,2015-09-28,None,4.0,LEO/E,Lemur FM04
40935,LEMUR 2 PETER,2015-09-28,None,4.0,LEO/E,Lemur FM03
40936,EXACTVIEW 9,2015-09-28,2020-03-31,4.0,LEO/E,EV-9
40938,BD-20,2015-09-29,None,1150.0,GEO/T,Beidou-3 I2-S
40940,SKY MUSTER,2015-09-30,None,3500.0,GEO/D,NBN Co. 1
40941,ARSAT 2,2015-09-30,None,1500.0,GEO/D,ARSAT-2
40944,PROGRESS-M 29M,2015-10-01,2015-10-01,4325.0,LLEO/I,Progress 7K-TGM No.429
40946,MORELOS 3,2015-10-02,None,2800.0,GEO/I,Mexsat-2
40948,AAUSAT 5,2015-08-19,2016-03-15,1.0,LLEO/I,AAUSAT5
40949,GOMX 3,2015-08-19,2016-10-18,4.0,LLEO/I,GOMX-3
40950,FLOCK 2B 1,2015-08-19,2016-09-21,5.0,LLEO/I,Dove 0C70
40951,FLOCK 2B 2,2015-08-19,2016-10-02,5.0,LLEO/I,Dove 0C18
40952,FLOCK 2B 3,2015-08-19,2016-10-14,5.0,LLEO/I,Dove 0C53
40953,FLOCK 2B 4,2015-08-19,2016-10-17,5.0,LLEO/I,Dove 0C72
40954,FLOCK 2B 5,2015-08-19,2016-09-25,5.0,LLEO/I,Dove 0C73
40955,FLOCK 2B 6,2015-08-19,2016-08-22,5.0,LLEO/I,Dove 0C69
40956,FLOCK 2B 7,2015-08-19,2016-09-21,5.0,LLEO/I,Dove 0C66
40957,FLOCK 2B 8,2015-08-19,2016-05-22,5.0,LLEO/I,Dove 0C55
40958,LQSAT,2015-10-07,None,50.0,LEO/S,Jilin-1LQ
40959,LINGQIAO VIDEO A,2015-10-07,None,95.0,LEO/S,Jilin-1SP01
40960,LINGQIAO VIDEO B,2015-10-07,None,95.0,LEO/S,Jilin-1SP02
40961,JILIN 1,2015-10-07,None,420.0,LEO/S,Jilin-1GXA
40962,FLOCK 2B 10,2015-08-19,2016-10-12,5.0,LLEO/I,Dove 0C64
40963,FLOCK 2B 9,2015-08-19,2016-10-16,5.0,LLEO/I,Dove 0C68
40965,AEROCUBE 5C,2015-10-08,None,2.0,LEO/I,AC-5C
40966,AEROCUBE 7,2015-10-08,None,2.0,LEO/I,AC-7
40967,FOX-1,2015-10-08,None,1.0,LEO/I,Fox-1A
40968,BISONSAT,2015-10-08,None,1.0,LEO/I,Nwist Qwiqway
40969,ARC-1,2015-10-08,None,1.0,LEO/I,ARC-1
40970,SNAP-3 ALICE,2015-10-08,None,1.0,LEO/I,SMDC Nanosatellite Program
40971,LMRST-SAT,2015-10-08,None,3.0,LEO/I,LMRST
40972,SNAP-3 EDDIE,2015-10-08,None,3.0,LEO/I,SMDC Nanosatellite Program
40973,PROPCUBE 3,2015-10-08,None,1.0,LEO/I,PropCube-1
40974,SINOD-D 1,2015-10-08,None,2.0,LEO/I,SINOD-D-1
40975,SNAP-3 JIMI,2015-10-08,None,2.0,LEO/I,SMDC Nanosatellite Program
40976,PROPCUBE 1,2015-10-08,None,1.0,LEO/I,PropCube-3
40977,SINOD-D 3,2015-10-08,None,2.0,LEO/I,SINOD-D-3
40979,FLOCK 2B 13,2015-08-19,2016-10-11,5.0,LLEO/I,Dove 0C74
40980,FLOCK 2B 14,2015-08-19,2016-09-12,5.0,LLEO/I,Dove 0C47
40982,APSTAR 9,2015-10-16,None,2500.0,GEO/S,Apstar 9
40984,TURKSAT 4B,2015-10-16,None,2500.0,GEO/D,Turksat 4B
40988,TIANHUI 1-03,2015-10-26,None,1000.0,LLEO/S,Tianhui 1 hao 03 xing
41019,NAVSTAR 75 (USA 265),2015-10-31,None,1500.0,MEO,GPS SVN 73
41021,CHINASAT 2C,2015-11-03,None,2500.0,GEO/S,Shentong-2 03 xing?
41026,YAOGAN 28,2015-11-08,None,3000.0,LLEO/S,Jianbing-11 02 xing
41028,GSAT 15,2015-11-10,None,1200.0,GEO/D,GSAT-15
41029,BADR 7,2015-11-10,None,3000.0,GEO/D,Arabsat 6B
41032,COSMOS 2510,2015-11-17,None,2000.0,HEO/M,Tundra-V No. 1L
41034,LAOSAT 1,2015-11-20,None,2500.0,GEO/S,LaoSat 1
41036,TELSTAR 12V,2015-11-24,None,2170.0,GEO/D,Telstar 12V
41038,YAOGAN 29,2015-11-26,None,1040.0,LEO/S,Jianbing-12 01 xing
41043,LISA PATHFINDER,2015-12-03,2015-12-12,486.0,LEO/E,LISA
41098,COSMOS 2511,2015-12-05,2015-12-08,491.0,LEO/S,Kanopus-ST No. 1
41099,COSMOS 2512,2015-12-05,None,16.0,LEO/S,KYuA No. 1
41101,CYGNUS ORB-4,2015-12-06,2015-12-09,2643.0,LLEO/I,Cygnus OA-4
41103,CHINASAT 1C,2015-12-09,None,2500.0,GEO/S,Fenghuo-2 03 xing?
41105,ELEKTRO-L 2,2015-12-11,None,1591.0,GEO/D,Elektro-L No. 1521
41121,COSMOS 2513,2015-12-13,None,1500.0,GEO/D,Garpun No. 12L
41124,SOYUZ-TMA 19M,2015-12-15,2015-12-15,2885.0,LLEO/I,Soyuz 11F732A47 No. 719
41166,VELOX C1,2015-12-16,None,123.0,LLEO/E,VELOX-C1
41167,KENT RIDGE 1,2015-12-16,None,78.0,LLEO/E,Kent Ridge 1
41168,ATHENOXAT 1,2015-12-16,2023-08-08,5.0,LLEO/E,Athenoxat-1
41169,TELEOS 1,2015-12-16,2025-06-27,400.0,LLEO/E,TeLEOS-1
41170,GALASSIA,2015-12-16,2023-12-19,400.0,LLEO/E,Galassia
41171,VELOX 2,2015-12-16,2024-07-22,13.0,LLEO/E,VELOX-II
41173,DAMPE,2015-12-17,None,1860.0,LLEO/S,DAMPE
41174,GALILEO 12 (269),2015-12-17,None,660.0,MEO,Galileo FOC FM09
41175,GALILEO 11 (268),2015-12-17,None,660.0,MEO,Galileo FOC FM08
41177,PROGRESS MS-01,2015-12-21,2015-12-23,4325.0,LLEO/I,Progress 7K-TGM No. 431
41179,ORBCOMM FM 114,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV14
41180,ORBCOMM FM 119,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV19
41181,ORBCOMM FM 105,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV5
41182,ORBCOMM FM 110,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV10
41183,ORBCOMM FM 118,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV18
41184,ORBCOMM FM 112,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV12
41185,ORBCOMM FM 113,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV13
41186,ORBCOMM FM 115,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV15
41187,ORBCOMM FM 108,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV8
41188,ORBCOMM FM 117,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV17
41189,ORBCOMM FM 116,2015-12-22,None,158.0,LEO/I,Orbcomm OG2 SV16
41191,EXPRESS AMU1,2015-12-24,None,2500.0,GEO/S,Ekspress AMU-1
41194,GAOFEN 4,2015-12-28,None,2500.0,GEO/S,Gaofen 4
41238,BELINTERSAT 1,2016-01-15,None,2500.0,GEO/S,BelinterSat-1
41240,JASON 3,2016-01-17,None,525.0,LEO/I,Jason-3
41241,IRNSS 1E,2016-01-20,None,598.0,GEO/NS,IRNSS-1E
41308,INTELSAT 29E,2016-01-27,None,2946.0,GTO,Intelsat IS-29e
41310,EUTE 9B,2016-01-29,None,3000.0,GEO/D,EUTELSAT 9B/EDRS-A
41313,AGGIESAT 4,2015-12-06,2016-01-28,51.0,LLEO/I,AggieSat-4/LONESTAR 2
41314,BEVO 2,2015-12-06,2017-06-13,4.0,LLEO/I,Bevo 2/LONESTAR 2
41315,BD-21,2016-02-01,None,850.0,MEO,Beidou-3 M3-S
41328,NAVSTAR 76 (USA 266),2016-02-05,None,1500.0,MEO,GPS SVN 70
41330,COSMOS 2514 (GLONASS),2016-02-07,None,1200.0,MEO,Uragan-M No. 51L
41332,KMS 4,2016-02-07,2023-06-30,100.0,LLEO/S,KMS-4
41335,SENTINEL 3A,2016-02-16,None,1150.0,LEO/S,Sentinel-3A
41337,ASTRO H,2016-02-17,None,2700.0,LLEO/I,ASTRO-H
41338,CHUBUSAT 2,2016-02-17,None,50.0,LLEO/I,ChubuSat-2
41339,CHUBUSAT 3,2016-02-17,None,52.0,LLEO/I,ChubuSat-3
41340,HORYU 4,2016-02-17,None,10.0,LLEO/I,Horyu-4
41380,SES 9,2016-03-04,None,2500.0,GEO/NS,SES-9
41382,EUTE 65W,2016-03-09,None,3500.0,GEO/D,EUTELSAT 65 West A
41384,IRNSS 1F,2016-03-10,None,598.0,GEO/ID,IRNSS-1F
41386,RESURS P3,2016-03-13,2023-10-17,5800.0,LLEO/S,Resurs-P No. 3
41391,SOYUZ-TMA 20M,2016-03-18,2016-03-19,2885.0,LLEO/I,Soyuz 11F732A47 No. 720
41393,CYGNUS OA-6,2016-03-23,2016-03-26,2643.0,LLEO/I,Cygnus OA-6
41394,COSMOS 2515,2016-03-24,None,3500.0,LLEO/S,Bars-M No. 2L
41434,BEIDOU IGSO-6,2016-03-29,None,1300.0,GEO/T,Beidou-2 I6
41436,PROGRESS MS-02,2016-03-31,2016-04-02,4325.0,LLEO/I,Progress 7K-TGM No. 432
41448,SJ-10,2016-04-05,2016-04-18,850.0,LLEO/I,SJ-10
41452,DRAGON CRS-8,2016-04-08,2016-04-10,5607.0,LLEO/I,Dragon C110
41455,SJ-10 MODULE,2016-04-05,2016-07-01,1260.0,LLEO/I,SJ-10
41456,SENTINEL 1B,2016-04-25,None,2027.0,LEO/S,Sentinel-1B
41457,MICROSCOPE,2016-04-25,None,303.0,LEO/S,Microscope
41458,OUFTI-1,2016-04-25,2024-03-14,1.0,LLEO/S,OUFTI 1
41459,E-STAR-2,2016-04-25,2024-05-05,1.0,LLEO/S,E-STAR-II
41460,AAUSAT 4,2016-04-25,2023-09-08,1.0,LLEO/S,AAUSAT4
41461,ASAP-S,2016-04-25,2024-08-09,400.0,LLEO/S,ASAP-S payload adapter
41463,DIWATA-1,2016-03-23,2020-04-05,50.0,LLEO/I,Diwata-1
41464,MVL 300,2016-04-28,2023-12-16,625.0,LLEO/S,MVL-300 No. 1507001
41465,AIST 2D,2016-04-28,2024-04-15,53.0,LLEO/S,Aist 2D
41466,SAMSAT 218D,2016-04-28,2022-03-04,4.0,LLEO/S,Kontakt-Nanosputnik
41469,IRNSS 1G,2016-04-28,None,598.0,GEO/ID,IRNSS-1G
41471,JCSAT 2B,2016-05-06,None,2500.0,GEO/D,JCSAT 14
41473,YAOGAN 30,2016-05-15,None,800.0,LEO/S,Jianbing-15 03 xing
41474,MINXSS,2015-12-06,2017-05-06,5.0,LLEO/I,MinXSS
41475,CADRE,2015-12-06,2017-01-03,5.0,LLEO/I,CADRE
41476,STMSAT 1,2015-12-06,2017-04-21,1.0,LLEO/I,STMSat 1
41477,NODES 1,2015-12-06,2017-09-19,2.0,LLEO/I,Nodes 1
41478,NODES 2,2015-12-06,2017-09-23,2.0,LLEO/I,Nodes 2
41479,FLOCK 2EP 1,2016-03-23,2016-05-10,5.0,LLEO/I,Dove 0D05
41480,FLOCK 2EP 3,2016-03-23,2016-05-10,5.0,LLEO/I,Dove 0D06
41481,FLOCK 2EP 2,2016-03-23,2016-05-10,5.0,LLEO/I,Dove 0C1B
41482,FLOCK 2EP 4,2016-03-23,2016-05-10,5.0,LLEO/I,Dove 0C22
41483,FLOCK 2E 1,2015-12-06,2018-06-16,5.0,LLEO/I,Dove 0C37
41484,FLOCK 2E 2,2015-12-06,2018-01-23,5.0,LLEO/I,Dove 0C78
41485,LEMUR 2 THERESACONDOR,2016-03-23,2016-05-10,4.0,LLEO/I,Lemur FM10
41486,FLOCK 2E 3,2015-12-06,2018-04-05,5.0,LLEO/I,Dove 0C60
41487,FLOCK 2E 4,2015-12-06,2018-03-11,5.0,LLEO/I,Dove 0C41
41488,LEMUR 2 NICK-ALLAIN,2016-03-23,2016-05-10,4.0,LLEO/I,Lemur FM11
41489,LEMUR 2 KANE,2016-03-23,2016-05-10,4.0,LLEO/I,Lemur FM12
41490,LEMUR 2 JEFF,2016-03-23,2016-05-10,4.0,LLEO/I,Lemur FM13
